epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.5756,3.30296,4.14253,4.38333,0.00389,0.83333,0.00428,0.00121,2.92746,3.96939,4.15859,0,0,0
2,33.6148,3.3867,4.23797,4.46638,0.00382,0.83333,0.00507,0.00151,2.92727,3.9697,4.15827,1.97525e-05,1.97525e-05,1.97525e-05
3,48.1656,3.27122,4.25843,4.39912,0.0031,0.66667,0.00316,0.0011,2.92699,3.96999,4.15791,3.901e-05,3.901e-05,3.901e-05
4,60.7961,3.03707,4.25042,4.42302,0.00308,0.66667,0.00309,0.0011,2.92669,3.97027,4.15754,5.77725e-05,5.77725e-05,5.77725e-05
5,73.2271,3.07963,4.25467,4.39379,0.00317,0.66667,0.00377,0.00133,2.92644,3.97051,4.15717,7.604e-05,7.604e-05,7.604e-05
6,85.667,3.30506,4.27732,4.34355,0.00314,0.66667,0.00444,0.00138,2.92616,3.97073,4.15681,9.38125e-05,9.38125e-05,9.38125e-05
7,97.588,3.10722,4.10058,4.32099,0.00309,0.66667,0.0031,0.00113,2.92593,3.97096,4.15649,0.00011109,0.00011109,0.00011109
8,109.615,2.99709,4.28018,4.30375,0.00314,0.66667,0.00349,0.0012,2.92572,3.97116,4.15621,0.000127872,0.000127872,0.000127872
9,122.111,3.01836,4.13427,4.29234,0.00307,0.66667,0.00343,0.00108,2.9257,3.97139,4.156,0.00014416,0.00014416,0.00014416
10,134.796,2.91204,4.24377,4.30742,0.00317,0.66667,0.00348,0.0012,2.9258,3.97167,4.15584,0.000159952,0.000159952,0.000159952
11,146.951,3.12913,4.0228,4.2819,0.00315,0.66667,0.00317,0.0011,2.92593,3.97174,4.15574,0.00017525,0.00017525,0.00017525
12,159.29,2.99334,4.0876,4.28098,0.00311,0.66667,0.00347,0.00122,2.92617,3.972,4.1557,0.000190053,0.000190053,0.000190053
13,171.337,3.00402,3.96791,4.20424,0.00308,0.66667,0.00326,0.00111,2.92657,3.9721,4.15569,0.00020436,0.00020436,0.00020436
14,183.558,3.08109,4.00016,4.13777,0.00318,0.66667,0.00367,0.00129,2.92714,3.97219,4.15586,0.000218173,0.000218173,0.000218173
15,195.6,2.83217,3.98672,4.05887,0.00317,0.66667,0.00353,0.00112,2.92794,3.97229,4.15615,0.00023149,0.00023149,0.00023149
16,207.764,2.88177,3.83751,4.09938,0.00314,0.66667,0.0031,0.00103,2.92926,3.97246,4.1567,0.000244313,0.000244313,0.000244313
17,219.574,2.77848,3.82989,4.06353,0.00324,0.66667,0.004,0.00131,2.93051,3.97246,4.15744,0.00025664,0.00025664,0.00025664
18,231.546,2.65033,3.62564,4.0438,0.0032,0.66667,0.00354,0.00112,2.93214,3.97254,4.15841,0.000268473,0.000268473,0.000268473
19,243.511,2.68723,3.76267,3.9971,0.00322,0.66667,0.00387,0.00117,2.93432,3.97275,4.15974,0.00027981,0.00027981,0.00027981
20,255.651,2.77179,3.59942,3.97432,0.00341,0.66667,0.00326,0.00091,2.93731,3.97284,4.16158,0.000290653,0.000290653,0.000290653
21,267.846,2.47651,3.44612,3.88303,0.00336,0.66667,0.00348,0.00109,2.94072,3.97279,4.16374,0.000301,0.000301,0.000301
22,279.829,2.58845,3.47325,3.79875,0.00326,0.66667,0.00341,0.00092,2.94474,3.97283,4.16607,0.000310852,0.000310852,0.000310852
23,291.758,2.71182,3.35826,3.79937,0.00337,0.66667,0.00412,0.0011,2.94844,3.9727,4.16857,0.00032021,0.00032021,0.00032021
24,303.726,2.58019,3.4229,3.72373,0.00334,0.66667,0.00339,0.00092,2.95218,3.97266,4.17128,0.000329072,0.000329072,0.000329072
25,315.761,2.49023,3.3075,3.70203,0.0032,0.66667,0.00288,0.00082,2.95618,3.97272,4.17407,0.00033744,0.00033744,0.00033744
26,327.835,2.55535,3.11142,3.59777,0.00335,0.66667,0.00313,0.00089,2.96046,3.97269,4.17703,0.000345313,0.000345313,0.000345313
27,339.816,2.60397,3.12223,3.68282,0.0032,0.66667,0.00408,0.00107,2.96505,3.97249,4.18068,0.00035269,0.00035269,0.00035269
28,351.854,2.72744,3.25748,3.63469,0.00327,0.66667,0.00338,0.00082,2.9699,3.97217,4.18398,0.000359573,0.000359573,0.000359573
29,364.107,2.48334,3.31033,3.50307,0.00332,0.66667,0.00458,0.00103,2.97538,3.97198,4.18684,0.00036596,0.00036596,0.00036596
30,376.379,2.60412,3.31646,3.56995,0.00329,0.66667,0.00461,0.00121,2.98071,3.97155,4.19047,0.000371852,0.000371852,0.000371852
31,388.56,2.58863,2.91395,3.52442,0.0033,0.66667,0.00401,0.00111,2.98642,3.9711,4.19408,0.00037725,0.00037725,0.00037725
32,400.419,2.47272,2.95895,3.40601,0.00331,0.66667,0.00462,0.00106,2.9928,3.97062,4.19754,0.000382153,0.000382153,0.000382153
33,412.523,2.41898,2.83628,3.40257,0.00415,0.83333,0.00638,0.00137,2.99875,3.97014,4.20026,0.00038656,0.00038656,0.00038656
34,424.622,2.2039,2.80884,3.30147,0.00331,0.66667,0.00462,0.00127,3.00519,3.96949,4.20312,0.000390473,0.000390473,0.000390473
35,436.871,2.51676,3.41959,3.45789,0.00334,0.66667,0.00475,0.0013,3.0085,3.96894,4.20635,0.00039389,0.00039389,0.00039389
36,448.859,2.2997,3.02615,3.36418,0.00333,0.66667,0.00469,0.00129,3.01249,3.96845,4.20991,0.000396812,0.000396812,0.000396812
37,461.118,2.34308,2.87639,3.32519,0.00334,0.66667,0.00478,0.00131,3.01626,3.96822,4.21411,0.00039924,0.00039924,0.00039924
38,473.314,2.1828,2.72802,3.24888,0.0034,0.66667,0.00489,0.00134,3.01907,3.96774,4.21747,0.000401172,0.000401172,0.000401172
39,485.259,2.57802,2.81845,3.36686,0.00334,0.66667,0.00467,0.00117,3.02187,3.96713,4.22156,0.00040261,0.00040261,0.00040261
40,497.245,2.4002,2.67855,3.33793,0.00413,0.83333,0.00516,0.00114,3.02363,3.96678,4.22655,0.000403552,0.000403552,0.000403552
41,509.315,2.36494,2.94921,3.24711,0.00331,0.66667,0.00479,0.00129,3.02543,3.96626,4.2316,0.000404,0.000404,0.000404
42,521.299,2.35097,3.0627,3.30568,0.00336,0.66667,0.00486,0.00111,3.02642,3.96601,4.23658,0.000403953,0.000403953,0.000403953
43,533.467,2.30626,2.58742,3.12639,0.00415,0.83333,0.00537,0.00132,3.03015,3.96548,4.24177,0.00040341,0.00040341,0.00040341
44,545.399,2.5685,2.72056,3.22699,0.00413,0.83333,0.00524,0.00129,3.03591,3.96465,4.24705,0.000402372,0.000402372,0.000402372
45,557.43,2.13964,2.6851,3.04678,0.00412,0.83333,0.00531,0.00117,3.04144,3.96381,4.25239,0.00040084,0.00040084,0.00040084
46,569.531,2.32553,2.62697,3.18277,0.00409,0.83333,0.00525,0.00135,3.04687,3.96259,4.25826,0.000398813,0.000398813,0.000398813
47,582.208,2.21301,2.61252,2.98025,0.00324,0.66667,0.00482,0.00126,3.05073,3.96164,4.26301,0.00039629,0.00039629,0.00039629
48,594.361,2.20019,2.40205,3.00417,0.00322,0.66667,0.00477,0.00125,3.05439,3.96099,4.26766,0.000393273,0.000393273,0.000393273
49,606.604,2.2686,2.43145,3.05257,0.00405,0.83333,0.00518,0.00128,3.0576,3.96009,4.27075,0.00038976,0.00038976,0.00038976
50,618.649,2.14265,2.87119,2.96075,0.00321,0.66667,0.00478,0.00122,3.06046,3.95897,4.27373,0.000385752,0.000385752,0.000385752
51,630.807,2.15364,2.50607,2.8598,0.00405,0.83333,0.0054,0.00119,3.0635,3.95774,4.27813,0.00038125,0.00038125,0.00038125
52,642.966,2.30656,2.45803,2.90358,0.00327,0.66667,0.00514,0.0012,3.06457,3.95642,4.28196,0.000376253,0.000376253,0.000376253
53,655.332,2.02231,2.24283,2.78722,0.00322,0.66667,0.00518,0.00135,3.06598,3.95538,4.2859,0.00037076,0.00037076,0.00037076
54,667.347,2.02967,2.31953,2.84571,0.00405,0.83333,0.00568,0.00141,3.06532,3.9544,4.28827,0.000364773,0.000364773,0.000364773
55,679.368,1.78304,2.22747,2.56424,0.00407,0.83333,0.00569,0.00141,3.06299,3.95299,4.28866,0.00035829,0.00035829,0.00035829
56,691.253,2.19207,2.34341,2.86342,0.00322,0.66667,0.00524,0.00137,3.06087,3.95144,4.28869,0.000351313,0.000351313,0.000351313
57,703.429,1.98638,2.45305,2.84615,0.00403,0.83333,0.00592,0.00147,3.05795,3.94954,4.28883,0.00034384,0.00034384,0.00034384
