epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.67108,1.07879,3.10045,1.27398,0.00333,1,0.06275,0.04872,0.78502,3.08867,0.99773,0,0,0
2,8.90468,1.23864,3.28216,1.27222,0.00333,1,0.07832,0.063,0.80083,3.06953,0.99991,1.9604e-05,1.9604e-05,1.9604e-05
3,12.8829,1.02223,3.04467,1.14352,0.00333,1,0.09238,0.06194,0.76975,3.06198,0.98842,3.8416e-05,3.8416e-05,3.8416e-05
4,16.8839,0.87593,3.09445,1.11608,0.00333,1,0.13804,0.10394,0.80452,2.9554,0.99522,5.6436e-05,5.6436e-05,5.6436e-05
5,21.0017,0.62291,2.93658,0.93091,0.00333,1,0.3485,0.28406,0.82018,2.85953,1.00097,7.3664e-05,7.3664e-05,7.3664e-05
6,24.976,0.69722,3.02577,1.00952,0.00333,1,0.78875,0.6522,0.88538,2.78699,1.01589,9.01e-05,9.01e-05,9.01e-05
7,28.8752,0.67659,2.82165,0.98533,0.00333,1,0.83,0.68107,0.85995,2.78659,1.02048,0.000105744,0.000105744,0.000105744
8,32.96,0.83685,2.80668,0.96911,0.00333,1,0.995,0.77982,0.81242,2.74283,0.97718,0.000120596,0.000120596,0.000120596
9,36.9175,0.67921,2.57297,0.98647,0.00333,1,0.995,0.82957,0.73578,2.72346,0.9459,0.000134656,0.000134656,0.000134656
10,40.8686,0.72416,2.55752,0.94003,0.00333,1,0.995,0.82957,0.78036,2.72349,0.90909,0.000147924,0.000147924,0.000147924
11,44.8471,0.82704,2.29933,1.01717,0.00333,1,0.995,0.78557,0.81188,2.70213,0.88846,0.0001604,0.0001604,0.0001604
12,48.8101,0.68891,2.21339,0.95928,0.00333,1,0.995,0.82954,0.81366,2.67125,0.87601,0.000172084,0.000172084,0.000172084
13,53.0405,0.56585,2.10593,0.91543,0.00333,1,0.995,0.82954,0.79443,2.64596,0.86299,0.000182976,0.000182976,0.000182976
14,57.1574,0.80224,2.20355,1.01113,0.00333,1,0.995,0.82954,0.78039,2.63706,0.86566,0.000193076,0.000193076,0.000193076
15,61.0926,0.67517,2.10983,1.05953,0.00333,1,0.995,0.86254,0.73815,2.63426,0.87399,0.000202384,0.000202384,0.000202384
