epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.64155,0.46341,1.05405,0.91744,0.91325,1,0.995,0.92904,0.47795,2.253,0.79415,0,0,0
2,8.23402,0.4484,0.99332,0.8701,0.89795,1,0.995,0.92904,0.44961,2.22908,0.78397,1.9802e-05,1.9802e-05,1.9802e-05
3,11.7007,0.36147,1.03909,0.82503,0.8872,1,0.995,0.92904,0.42842,2.18651,0.77417,3.9208e-05,3.9208e-05,3.9208e-05
4,15.4158,0.40925,1.02897,0.84602,0.90054,1,0.995,0.92904,0.40487,2.1239,0.77041,5.8218e-05,5.8218e-05,5.8218e-05
5,19.6798,0.27721,0.87201,0.77954,0.91158,1,0.995,0.92904,0.38597,2.06105,0.76673,7.6832e-05,7.6832e-05,7.6832e-05
6,23.5855,0.38046,0.97477,0.82232,0.92224,1,0.995,0.92904,0.37097,2.001,0.76585,9.505e-05,9.505e-05,9.505e-05
7,27.6645,0.41576,0.97176,0.86618,0.93445,1,0.995,0.95104,0.36892,1.93228,0.7655,0.000112872,0.000112872,0.000112872
8,32.1188,0.39412,1.00258,0.81222,0.94186,1,0.995,0.92904,0.39526,1.86449,0.77355,0.000130298,0.000130298,0.000130298
9,36.2364,0.42652,0.89977,0.901,0.94741,1,0.995,0.92904,0.47485,1.82463,0.79619,0.000147328,0.000147328,0.000147328
10,40.1748,0.3383,1.21646,0.80037,0.9471,1,0.995,0.88507,0.59765,1.8235,0.82515,0.000163962,0.000163962,0.000163962
11,44.0859,0.4605,0.89658,0.87486,0.9528,1,0.995,0.84111,0.71265,1.82171,0.84609,0.0001802,0.0001802,0.0001802
12,48.0723,0.39042,0.87716,0.87725,0.96233,1,0.995,0.84111,0.77514,1.79918,0.85109,0.000196042,0.000196042,0.000196042
13,52.2721,0.33392,0.86952,0.85392,0.96438,1,0.995,0.78557,0.82602,1.78613,0.8519,0.000211488,0.000211488,0.000211488
14,56.3775,0.55401,1.03762,0.96629,0.9591,1,0.995,0.78557,0.80289,1.81275,0.84017,0.000226538,0.000226538,0.000226538
15,60.3501,0.58128,1.16895,1.04787,0.95183,1,0.995,0.80757,0.75655,1.83221,0.83959,0.000241192,0.000241192,0.000241192
16,64.2728,0.53269,1.08309,0.97631,0.94096,1,0.995,0.80757,0.69587,1.87065,0.84237,0.00025545,0.00025545,0.00025545
17,68.5128,0.39529,0.8645,0.87338,0.93138,1,0.995,0.80757,0.64749,1.90666,0.84737,0.000269312,0.000269312,0.000269312
18,72.5203,0.3591,0.9955,0.84796,0.93138,1,0.995,0.80757,0.64749,1.90666,0.84737,0.000282778,0.000282778,0.000282778
19,76.5978,0.45472,0.92405,0.92366,0.93058,1,0.995,0.89611,0.60026,1.93789,0.85368,0.000295848,0.000295848,0.000295848
20,80.6897,0.32453,0.89527,0.81423,0.93058,1,0.995,0.89611,0.60026,1.93789,0.85368,0.000308522,0.000308522,0.000308522
