epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.44674,0.48603,1.07801,0.90057,0.83971,1,0.995,0.92907,0.44299,2.29765,0.79778,0.1,0,0
2,8.05873,0.47029,0.98879,0.87619,0.83904,1,0.995,0.92907,0.43712,2.27687,0.79552,0.099098,9.802e-05,9.802e-05
3,11.6841,0.4172,1.05051,0.83385,0.8432,1,0.995,0.92907,0.43644,2.24699,0.796,0.0981921,0.00019208,0.00019208
4,15.4574,0.45522,1.05343,0.85003,0.84144,1,0.995,0.92907,0.43525,2.21622,0.79613,0.0972822,0.00028218,0.00028218
5,19.5558,0.37071,0.89415,0.79026,0.84093,1,0.995,0.92907,0.43258,2.20032,0.79421,0.0963683,0.00036832,0.00036832
6,23.4857,0.44693,0.9936,0.82531,0.8416,1,0.995,0.92904,0.43734,2.18567,0.79259,0.0954505,0.0004505,0.0004505
7,27.1981,0.45658,0.98594,0.87035,0.84741,1,0.995,0.96204,0.44214,2.18839,0.79435,0.0945287,0.00052872,0.00052872
8,31.3402,0.43865,0.98144,0.8073,0.85407,1,0.995,0.92904,0.44444,2.15191,0.79596,0.093603,0.00060298,0.00060298
9,35.3912,0.39552,0.90335,0.88047,0.86619,1,0.995,0.89607,0.47951,2.11537,0.81062,0.0926733,0.00067328,0.00067328
10,39.2609,0.30312,1.12538,0.77811,0.8755,1,0.995,0.89607,0.54715,2.08565,0.80545,0.0917396,0.00073962,0.00073962
11,43.1694,0.39118,0.83504,0.85235,0.89597,1,0.995,0.89607,0.60424,2.05402,0.80779,0.090802,0.000802,0.000802
12,47.0675,0.38121,0.82093,0.85467,0.89433,1,0.995,0.82954,0.65369,2.00125,0.81172,0.0898604,0.00086042,0.00086042
13,51.166,0.36684,0.8452,0.85189,0.8815,1,0.995,0.88507,0.60608,2.00188,0.80147,0.0889149,0.00091488,0.00091488
14,55.2316,0.53642,1.02828,0.98188,0.89017,1,0.995,0.88507,0.57101,1.96067,0.79203,0.0879654,0.00096538,0.00096538
15,59.2427,0.53507,0.97874,1.01941,0.89195,1,0.995,0.85154,0.58482,1.92612,0.7953,0.0870119,0.00101192,0.00101192
16,63.2009,0.51808,0.96007,0.95011,0.89396,1,0.995,0.88507,0.55784,1.91892,0.79334,0.0860545,0.0010545,0.0010545
17,67.4251,0.32808,0.76851,0.84929,0.90511,1,0.995,0.88507,0.51176,1.85813,0.78971,0.0850931,0.00109312,0.00109312
18,71.4275,0.31632,0.85751,0.83465,0.90511,1,0.995,0.88507,0.51176,1.85813,0.78971,0.0841278,0.00112778,0.00112778
19,75.4952,0.40079,0.78165,0.9079,0.91902,1,0.995,0.85716,0.44129,1.81253,0.78497,0.0831585,0.00115848,0.00115848
20,79.4903,0.30701,0.72363,0.80439,0.91902,1,0.995,0.85716,0.44129,1.81253,0.78497,0.0821852,0.00118522,0.00118522
21,83.7675,0.34004,0.71992,0.77816,0.92676,1,0.995,0.95104,0.43086,1.76956,0.78421,0.081208,0.001208,0.001208
22,87.777,0.40795,0.75759,0.9101,0.92676,1,0.995,0.95104,0.43086,1.76956,0.78421,0.0802268,0.00122682,0.00122682
23,91.8291,0.29827,0.80801,0.75133,0.93324,1,0.995,0.84037,0.51793,1.74333,0.7948,0.0792417,0.00124168,0.00124168
24,96.0113,0.40195,0.75148,0.92519,0.93324,1,0.995,0.84037,0.51793,1.74333,0.7948,0.0782526,0.00125258,0.00125258
25,100.017,0.33696,0.74783,0.87352,0.94125,1,0.995,0.88507,0.55217,1.72475,0.80133,0.0772595,0.00125952,0.00125952
26,103.966,0.35822,0.80543,0.8839,0.94125,1,0.995,0.88507,0.55217,1.72475,0.80133,0.0762625,0.0012625,0.0012625
27,108.289,0.3687,0.71764,0.82057,0.94349,1,0.995,0.85154,0.53848,1.62901,0.79143,0.0752615,0.00126152,0.00126152
28,112.415,0.29746,0.63303,0.78848,0.94349,1,0.995,0.85154,0.53848,1.62901,0.79143,0.0742566,0.00125658,0.00125658
29,116.723,0.38739,0.73683,0.92576,0.95083,1,0.995,0.85716,0.51348,1.58513,0.79618,0.0732477,0.00124768,0.00124768
30,120.924,0.41389,0.86816,0.87619,0.95083,1,0.995,0.85716,0.51348,1.58513,0.79618,0.0722348,0.00123482,0.00123482
31,124.972,0.41277,0.72727,0.88352,0.94866,1,0.995,0.93987,0.52597,1.56889,0.79098,0.071218,0.001218,0.001218
32,128.809,0.31444,0.61691,0.77159,0.94866,1,0.995,0.93987,0.52597,1.56889,0.79098,0.0701972,0.00119722,0.00119722
33,132.824,0.5028,0.72674,0.96899,0.95021,1,0.995,0.84037,0.55971,1.49851,0.79466,0.0691725,0.00117248,0.00117248
34,136.819,0.35877,0.70035,0.83024,0.95021,1,0.995,0.84037,0.55971,1.49851,0.79466,0.0681438,0.00114378,0.00114378
35,140.858,0.35016,0.6592,0.8765,0.9552,1,0.995,0.8955,0.56235,1.47737,0.78557,0.0671111,0.00111112,0.00111112
36,144.909,0.30126,0.65584,0.77517,0.9552,1,0.995,0.8955,0.56235,1.47737,0.78557,0.0660745,0.0010745,0.0010745
37,149.17,0.32923,0.74029,0.77744,0.95322,1,0.995,0.8955,0.51744,1.43728,0.77904,0.0650339,0.00103392,0.00103392
38,153.166,0.45215,0.66515,0.86545,0.95322,1,0.995,0.8955,0.51744,1.43728,0.77904,0.0639894,0.00098938,0.00098938
39,157.307,0.33275,0.60766,0.83405,0.95623,1,0.995,0.91229,0.47386,1.39617,0.77609,0.0629409,0.00094088,0.00094088
40,161.339,0.27187,0.58782,0.81964,0.95623,1,0.995,0.91229,0.47386,1.39617,0.77609,0.0618884,0.00088842,0.00088842
41,165.504,0.3491,0.8807,0.8148,0.9577,1,0.995,0.91229,0.45855,1.35245,0.77609,0.060832,0.000832,0.000832
42,169.731,0.28805,0.78198,0.71422,0.9577,1,0.995,0.91229,0.45855,1.35245,0.77609,0.0597716,0.00077162,0.00077162
43,174.07,0.25181,0.77836,0.76971,0.95902,1,0.995,0.85716,0.46937,1.32558,0.7761,0.0587073,0.00070728,0.00070728
44,178.245,0.31628,0.81775,0.84633,0.95902,1,0.995,0.85716,0.46937,1.32558,0.7761,0.057639,0.00063898,0.00063898
45,182.429,0.23214,0.75911,0.7619,0.95808,1,0.995,0.85717,0.49972,1.3263,0.78011,0.0565667,0.00056672,0.00056672
46,186.549,0.23106,0.729,0.64376,0.95808,1,0.995,0.85717,0.49972,1.3263,0.78011,0.0554905,0.0004905,0.0004905
47,190.537,0.25512,0.66094,0.77177,0.95846,1,0.995,0.8404,0.50728,1.31814,0.77697,0.0544103,0.00041032,0.00041032
48,194.647,0.26753,0.74601,0.88583,0.95846,1,0.995,0.8404,0.50728,1.31814,0.77697,0.0533262,0.00032618,0.00032618
49,198.672,0.24073,0.67515,0.72664,0.96138,1,0.995,0.84041,0.50618,1.283,0.77914,0.0522381,0.00023808,0.00023808
50,202.554,0.24717,0.66076,0.73036,0.96138,1,0.995,0.84041,0.50618,1.283,0.77914,0.051146,0.00014602,0.00014602
