epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.23631,3.85381,4.22936,4.37351,0,0,0,0,2.57643,4.32234,4.15842,0,0,0
2,7.58441,3.47849,4.24745,4.43112,0,0,0,0,2.57575,4.32264,4.15798,1.97525e-05,1.97525e-05,1.97525e-05
3,10.6758,3.34674,4.28854,4.4799,0,0,0,0,2.57508,4.32297,4.15755,3.901e-05,3.901e-05,3.901e-05
4,13.7904,3.06324,4.25214,4.33226,0,0,0,0,2.57434,4.32328,4.15706,5.77725e-05,5.77725e-05,5.77725e-05
5,16.9909,3.22037,4.18585,4.32514,0,0,0,0,2.57356,4.32353,4.15655,7.604e-05,7.604e-05,7.604e-05
6,20.4351,3.20198,4.2846,4.42014,0,0,0,0,2.57282,4.32377,4.15605,9.38125e-05,9.38125e-05,9.38125e-05
7,23.8484,3.02075,4.31824,4.3359,0,0,0,0,2.5722,4.32401,4.15559,0.00011109,0.00011109,0.00011109
8,27.2255,3.41447,4.55698,4.29129,0,0,0,0,2.57165,4.32417,4.15519,0.000127872,0.000127872,0.000127872
9,30.786,3.18864,4.22808,4.35055,0,0,0,0,2.57124,4.32437,4.15486,0.00014416,0.00014416,0.00014416
10,34.2833,2.60965,4.53237,4.26088,0,0,0,0,2.571,4.32457,4.1546,0.000159952,0.000159952,0.000159952
11,37.7643,3.19463,4.21511,4.36703,0,0,0,0,2.57092,4.32472,4.1544,0.00017525,0.00017525,0.00017525
12,41.2232,3.30115,4.23612,4.1448,0,0,0,0,2.57102,4.32495,4.15426,0.000190053,0.000190053,0.000190053
13,44.8602,2.99518,4.0601,4.23253,0,0,0,0,2.57126,4.32505,4.15414,0.00020436,0.00020436,0.00020436
14,48.3479,3.20258,4.29044,4.22031,0,0,0,0,2.57172,4.32522,4.15418,0.000218173,0.000218173,0.000218173
15,51.6297,3.17352,4.50692,4.19383,0,0,0,0,2.57244,4.32549,4.15433,0.00023149,0.00023149,0.00023149
16,55.0724,3.13848,4.16968,4.21885,0,0,0,0,2.5734,4.32572,4.15463,0.000244313,0.000244313,0.000244313
17,58.6752,3.19637,4.20411,4.23696,0,0,0,0,2.57451,4.32588,4.15516,0.00025664,0.00025664,0.00025664
18,62.0417,2.85445,4.20958,4.23942,0,0,0,0,2.57581,4.32615,4.15591,0.000268473,0.000268473,0.000268473
19,65.48,3.06066,4.04861,4.1129,0,0,0,0,2.5773,4.32646,4.15682,0.00027981,0.00027981,0.00027981
20,68.9838,3.09147,4.20116,4.08889,0,0,0,0,2.57918,4.32682,4.15791,0.000290653,0.000290653,0.000290653
21,72.5566,2.89034,3.85506,4.06187,0,0,0,0,2.58136,4.32734,4.15941,0.000301,0.000301,0.000301
22,75.9402,3.15289,3.91394,4.12325,0,0,0,0,2.58408,4.32775,4.16122,0.000310852,0.000310852,0.000310852
23,79.242,2.67082,4.48529,3.96184,0,0,0,0,2.58693,4.32833,4.1634,0.00032021,0.00032021,0.00032021
24,82.7463,2.54111,3.89972,4.12465,0,0,0,0,2.58997,4.32897,4.16617,0.000329072,0.000329072,0.000329072
25,86.1418,2.83285,4.05616,4.1027,0,0,0,0,2.5933,4.32953,4.16937,0.00033744,0.00033744,0.00033744
26,89.6069,2.77225,4.39474,4.15315,0,0,0,0,2.59682,4.33032,4.17294,0.000345313,0.000345313,0.000345313
27,93.2286,3.34688,3.68112,3.95852,0,0,0,0,2.60071,4.33093,4.17642,0.00035269,0.00035269,0.00035269
28,96.7524,3.05834,3.76043,3.9335,0,0,0,0,2.60496,4.33154,4.18002,0.000359573,0.000359573,0.000359573
29,100.275,2.34086,3.83465,3.82032,0,0,0,0,2.609,4.33205,4.18441,0.00036596,0.00036596,0.00036596
30,103.655,3.16806,3.92857,3.86725,0,0,0,0,2.6129,4.33263,4.18891,0.000371852,0.000371852,0.000371852
31,106.996,2.88721,3.45992,3.66851,0,0,0,0,2.61641,4.33296,4.19333,0.00037725,0.00037725,0.00037725
32,110.42,2.82064,3.56391,3.8231,0,0,0,0,2.62066,4.33349,4.19767,0.000382153,0.000382153,0.000382153
