epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.67808,0.53336,1.18085,0.81978,0.86153,0.66667,0.66441,0.58048,0.58272,2.89344,0.76691,0,0,0
2,9.2291,0.51104,1.04717,0.80282,0.87739,0.66667,0.66438,0.58048,0.59835,2.87196,0.76934,9.901e-06,9.901e-06,9.901e-06
3,14.1609,0.50442,1.21089,0.82801,0.88764,0.66667,0.66441,0.58048,0.62656,2.84817,0.77394,1.9604e-05,1.9604e-05,1.9604e-05
4,19.2911,0.47262,1.12759,0.83096,0.9036,0.66667,0.66437,0.58048,0.65429,2.81386,0.77767,2.9109e-05,2.9109e-05,2.9109e-05
5,24.2183,0.48562,1.24752,0.84444,0.92035,0.66667,0.66441,0.58048,0.66921,2.79689,0.78018,3.8416e-05,3.8416e-05,3.8416e-05
6,29.2669,0.50571,1.07052,0.77212,0.93922,0.66667,0.66438,0.58048,0.66457,2.77866,0.78072,4.7525e-05,4.7525e-05,4.7525e-05
7,34.265,0.50267,1.00312,0.84731,0.95037,0.66667,0.66429,0.58047,0.65332,2.75453,0.7794,5.6436e-05,5.6436e-05,5.6436e-05
8,39.1625,0.4428,1.04407,0.80152,0.95614,0.66667,0.66429,0.58085,0.64797,2.72629,0.77814,6.5149e-05,6.5149e-05,6.5149e-05
9,44.0654,0.45951,1.03465,0.79086,0.95633,0.66661,0.66434,0.58088,0.63972,2.7029,0.77785,7.3664e-05,7.3664e-05,7.3664e-05
10,48.8758,0.49392,1.05933,0.80383,0.95156,0.66633,0.66433,0.58086,0.62611,2.68415,0.77604,8.1981e-05,8.1981e-05,8.1981e-05
11,53.6425,0.47857,1.14686,0.80808,0.95006,0.66667,0.66439,0.58077,0.6265,2.67704,0.77584,9.01e-05,9.01e-05,9.01e-05
12,58.4684,0.48452,0.98746,0.79285,0.94618,0.66667,0.66454,0.58079,0.64098,2.68216,0.77632,9.8021e-05,9.8021e-05,9.8021e-05
13,63.4046,0.57187,1.08151,0.78651,0.94365,0.66667,0.66465,0.58064,0.65874,2.72271,0.77682,0.000105744,0.000105744,0.000105744
14,68.4081,0.44037,1.0677,0.79401,0.9311,0.66667,0.66469,0.59724,0.67773,2.75029,0.77855,0.000113269,0.000113269,0.000113269
15,73.2893,0.4606,1.15981,0.81931,0.91141,0.66667,0.66481,0.58067,0.68191,2.78523,0.77891,0.000120596,0.000120596,0.000120596
16,78.5999,0.51285,1.04452,0.83139,0.89324,0.66667,0.66563,0.58083,0.66417,2.80875,0.77566,0.000127725,0.000127725,0.000127725
17,84.0937,0.54308,1.13192,0.85224,0.87453,0.66667,0.66634,0.58098,0.64984,2.82433,0.77382,0.000134656,0.000134656,0.000134656
18,88.961,0.63218,1.11359,0.82586,0.87453,0.66667,0.66634,0.58098,0.64984,2.82433,0.77382,0.000141389,0.000141389,0.000141389
19,93.8796,0.66146,1.16394,0.81489,0.88099,0.66667,0.66688,0.58108,0.63764,2.79413,0.77195,0.000147924,0.000147924,0.000147924
20,99.0043,0.55318,1.21283,0.83131,0.88099,0.66667,0.66688,0.58108,0.63764,2.79413,0.77195,0.000154261,0.000154261,0.000154261
21,103.909,0.55255,1.06874,0.82977,0.91766,0.66667,0.66732,0.58137,0.59832,2.75309,0.76946,0.0001604,0.0001604,0.0001604
22,108.667,0.504,1.06575,0.73151,0.91766,0.66667,0.66732,0.58137,0.59832,2.75309,0.76946,0.000166341,0.000166341,0.000166341
23,113.476,0.54116,1.09614,0.82682,0.96103,0.66667,0.66683,0.58158,0.60569,2.73614,0.7709,0.000172084,0.000172084,0.000172084
24,118.331,0.45208,1.01548,0.78096,0.96103,0.66667,0.66683,0.58158,0.60569,2.73614,0.7709,0.000177629,0.000177629,0.000177629
25,123.236,0.53132,1.03561,0.80665,0.96104,0.66667,0.66598,0.58169,0.58623,2.61855,0.77208,0.000182976,0.000182976,0.000182976
26,128.628,0.49034,1.13673,0.80855,0.96104,0.66667,0.66598,0.58169,0.58623,2.61855,0.77208,0.000188125,0.000188125,0.000188125
27,134.111,0.50653,1.0738,0.79694,0.95577,0.66667,0.66474,0.598,0.55212,2.55624,0.7666,0.000193076,0.000193076,0.000193076
28,139.719,0.53779,1.065,0.8046,0.95577,0.66667,0.66474,0.598,0.55212,2.55624,0.7666,0.000197829,0.000197829,0.000197829
29,145.32,0.56714,0.9427,0.79523,0.95673,0.66667,0.66563,0.59742,0.53684,2.57338,0.76582,0.000202384,0.000202384,0.000202384
30,150.975,0.48746,1.14978,0.8283,0.95673,0.66667,0.66563,0.59742,0.53684,2.57338,0.76582,0.000206741,0.000206741,0.000206741
31,156.545,0.50022,1.10113,0.75539,0.95844,0.66667,0.66617,0.59725,0.51563,2.59955,0.76469,0.0002109,0.0002109,0.0002109
32,162.422,0.56589,1.15791,0.82228,0.95844,0.66667,0.66617,0.59725,0.51563,2.59955,0.76469,0.000214861,0.000214861,0.000214861
33,168.106,0.56345,1.16116,0.81048,0.95379,0.66667,0.66596,0.59748,0.53599,2.57357,0.76605,0.000218624,0.000218624,0.000218624
34,173.73,0.57917,1.00312,0.79799,0.95379,0.66667,0.66596,0.59748,0.53599,2.57357,0.76605,0.000222189,0.000222189,0.000222189
35,179.225,0.44594,1.04065,0.80833,0.95824,0.66667,0.66546,0.58157,0.55072,2.57021,0.76885,0.000225556,0.000225556,0.000225556
36,184.466,0.53051,0.99679,0.84054,0.95824,0.66667,0.66546,0.58157,0.55072,2.57021,0.76885,0.000228725,0.000228725,0.000228725
37,189.847,0.51279,0.9873,0.81678,0.97472,0.66667,0.66555,0.59814,0.57448,2.61925,0.77442,0.000231696,0.000231696,0.000231696
38,195.198,0.52026,1.04532,0.8211,0.97472,0.66667,0.66555,0.59814,0.57448,2.61925,0.77442,0.000234469,0.000234469,0.000234469
39,200.576,0.49071,0.97127,0.78326,0.98219,0.66667,0.6656,0.58144,0.64156,2.69161,0.79095,0.000237044,0.000237044,0.000237044
40,205.941,0.52522,0.92421,0.84591,0.98219,0.66667,0.6656,0.58144,0.64156,2.69161,0.79095,0.000239421,0.000239421,0.000239421
41,211.397,0.46909,0.99868,0.81792,0.97043,0.66667,0.66572,0.56432,0.67674,2.7138,0.7989,0.0002416,0.0002416,0.0002416
42,216.656,0.47846,0.89796,0.84241,0.97043,0.66667,0.66572,0.56432,0.67674,2.7138,0.7989,0.000243581,0.000243581,0.000243581
43,222.037,0.587,0.93491,0.81163,0.95371,0.66667,0.66442,0.56408,0.68861,2.73034,0.79955,0.000245364,0.000245364,0.000245364
44,227.306,0.51174,0.89386,0.81445,0.95371,0.66667,0.66442,0.56408,0.68861,2.73034,0.79955,0.000246949,0.000246949,0.000246949
45,232.602,0.55528,0.93352,0.83381,0.93606,0.66667,0.66554,0.54788,0.69687,2.69989,0.79701,0.000248336,0.000248336,0.000248336
46,237.872,0.47298,1.09329,0.77958,0.93606,0.66667,0.66554,0.54788,0.69687,2.69989,0.79701,0.000249525,0.000249525,0.000249525
47,242.945,0.60608,0.99312,0.8242,0.93255,0.66667,0.66591,0.57262,0.67018,2.65379,0.78688,0.000250516,0.000250516,0.000250516
48,247.726,0.44574,0.93689,0.77216,0.93255,0.66667,0.66591,0.57262,0.67018,2.65379,0.78688,0.000251309,0.000251309,0.000251309
49,252.727,0.5068,0.97119,0.81558,0.93464,0.66667,0.66555,0.56417,0.66143,2.5994,0.78313,0.000251904,0.000251904,0.000251904
50,258.457,0.57398,1.01447,0.79414,0.93464,0.66667,0.66555,0.56417,0.66143,2.5994,0.78313,0.000252301,0.000252301,0.000252301
51,264.111,0.50922,0.91166,0.77498,0.93508,0.66667,0.66555,0.56405,0.65078,2.54258,0.7771,0.0002525,0.0002525,0.0002525
52,269.864,0.56587,0.95205,0.80084,0.93508,0.66667,0.66555,0.56405,0.65078,2.54258,0.7771,0.000252501,0.000252501,0.000252501
53,275.537,0.50328,0.99821,0.82782,0.93508,0.66667,0.66555,0.56405,0.65078,2.54258,0.7771,0.000252304,0.000252304,0.000252304
54,281.357,0.58801,1.03995,0.83187,0.94406,0.66667,0.66564,0.5813,0.64946,2.50828,0.77751,0.000251909,0.000251909,0.000251909
55,286.937,0.50379,0.9,0.81472,0.94406,0.66667,0.66564,0.5813,0.64946,2.50828,0.77751,0.000251316,0.000251316,0.000251316
56,292.522,0.53958,0.95976,0.77171,0.94406,0.66667,0.66564,0.5813,0.64946,2.50828,0.77751,0.000250525,0.000250525,0.000250525
57,298.269,0.50083,1.01097,0.81129,0.95388,0.66667,0.66603,0.5483,0.66205,2.51523,0.77813,0.000249536,0.000249536,0.000249536
58,304.07,0.537,0.966,0.76883,0.95388,0.66667,0.66603,0.5483,0.66205,2.51523,0.77813,0.000248349,0.000248349,0.000248349
